,Accident.Number,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured
68515,CEN10CA391,Non-Fatal,Substantial,Airplane,AIR TRACTOR,AT602,No,1.0,Turbo Prop,0.0,0.0,0.0,1.0
68516,ERA10LA357,Non-Fatal,Substantial,Airplane,BEECH,58,No,2.0,Reciprocating,0.0,0.0,0.0,1.0
68517,ERA10CA360,Non-Fatal,Substantial,Airplane,PIPER,PA28R,No,1.0,Reciprocating,0.0,0.0,0.0,4.0
68518,CEN10LA399,Non-Fatal,Substantial,Airplane,BEECH,V35A,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68519,ERA10FA356,Fatal,Substantial,Airplane,CIRRUS,SR20,No,1.0,Reciprocating,1.0,1.0,1.0,0.0
68520,WPR10CA346,Non-Fatal,Substantial,Airplane,PIPER,PA-32RT-300,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68521,CEN10FA385,Fatal,Substantial,Airplane,CESSNA,177B,No,1.0,Reciprocating,3.0,0.0,0.0,0.0
68522,ANC10CA059,Non-Fatal,Substantial,Airplane,CESSNA,180J,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68523,ANC10CA060,Non-Fatal,Substantial,Airplane,CESSNA,172N,No,1.0,Reciprocating,0.0,0.0,0.0,3.0
68525,ERA10CA358,Non-Fatal,Substantial,Airplane,CESSNA,172,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68526,CEN10FA394,Fatal,Substantial,Airplane,BEECH,58,No,2.0,Reciprocating,4.0,0.0,1.0,0.0
68527,CEN10CA402,Non-Fatal,Substantial,Airplane,GRUMMAN ACFT ENG COR-SCHWEIZER,G-164B,No,1.0,Turbo Prop,0.0,0.0,0.0,1.0
68528,CEN10LA403,Non-Fatal,Substantial,Airplane,GRUMMAN AMERICAN AVN. CORP.,AA-5,No,1.0,Reciprocating,0.0,1.0,0.0,0.0
68529,WPR10LA349,Non-Fatal,Substantial,Airplane,CESSNA,310K,No,2.0,Reciprocating,0.0,0.0,0.0,1.0
68530,WPR10CA350,Non-Fatal,Substantial,Airplane,CESSNA,170,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68531,CEN10FA392,Fatal,Substantial,Airplane,BEECH,35C33,No,1.0,Turbo Prop,3.0,0.0,0.0,0.0
68532,CEN10CA400,Non-Fatal,Substantial,Airplane,CESSNA,182R,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
68533,CEN10LA414,Non-Fatal,Substantial,Airplane,WOGENSTAHL WALLACE L,WOGENSTAHL 281 MR,Yes,1.0,Reciprocating,0.0,0.0,0.0,2.0
68534,CEN10LA416,Non-Fatal,Substantial,Airplane,PIPER,J3C-65,No,1.0,Reciprocating,0.0,2.0,0.0,0.0
68535,ERA10FA359,Fatal,Substantial,Airplane,PIPER,PA-28RT-201,No,1.0,Reciprocating,3.0,0.0,0.0,0.0
68537,CEN10LA401,Fatal,Substantial,Airplane,KLEMME WILLIAM H,ZENITH CH 701,Yes,1.0,Reciprocating,1.0,0.0,0.0,0.0
68538,WPR10CA351,Non-Fatal,Substantial,Airplane,PIPER,PA-28-236,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68539,ANC10LA061,Non-Fatal,Substantial,Airplane,PIPER,PA-14,No,1.0,Reciprocating,0.0,0.0,0.0,4.0
68544,ERA10CA368,Non-Fatal,Substantial,Airplane,PIPER,PA-32R-300,No,1.0,Reciprocating,0.0,0.0,0.0,5.0
68545,ANC10CA091,Non-Fatal,Substantial,Airplane,AVIONS MAX HOLSTE,MH 1521 BROUSSARD,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68550,ERA10FA364,Fatal,Substantial,Airplane,S.C. Aerostar S.A.,Yak52,No,1.0,Reciprocating,2.0,0.0,0.0,0.0
68551,WPR10CA355,Non-Fatal,Substantial,Airplane,LEONARD TRUDY,KITFOX III,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0
68554,CEN10CA412,Non-Fatal,Substantial,Airplane,AIR TRACTOR INC,AT-301,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68555,ERA10LA375,Non-Fatal,Substantial,Airplane,CESSNA,182,No,1.0,Reciprocating,0.0,0.0,0.0,4.0
68556,ANC10LA062,Non-Fatal,Substantial,Airplane,CONSOLIDATED AERONAUTICS INC.,LAKE LA-4-200,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
68557,WPR10LA357,Non-Fatal,Substantial,Airplane,BEECH,A36,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
68558,ERA10CA366,Non-Fatal,Substantial,Airplane,PIPER,J-3C,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68559,CEN10CA410,Non-Fatal,Substantial,Airplane,PIPER,PA-25-260,No,1.0,Reciprocating,0.0,1.0,0.0,0.0
68560,ANC10CA063,Non-Fatal,Substantial,Airplane,CESSNA,172P,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68561,ENG10IA041,Non-Fatal,Minor,Airplane,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,No,2.0,Turbo Fan,0.0,0.0,0.0,111.0
68562,WPR10CA368,Non-Fatal,Substantial,Airplane,CESSNA,A185F,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68564,CEN10CA384,Non-Fatal,Substantial,Airplane,AMERICAN,AA-1,No,1.0,Reciprocating,0.0,1.0,1.0,0.0
68565,CEN10LA409,Fatal,Substantial,Airplane,DAVIS JOHN,TR-4,Yes,1.0,Reciprocating,1.0,0.0,1.0,0.0
68567,WPR10CA358,Non-Fatal,Substantial,Airplane,AVIAT AIRCRAFT INC,A-1B,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68569,ERA10LA365,Fatal,Substantial,Airplane,TEXAS AIR VENTURES INC,COMP AIR 8,Yes,1.0,Turbo Prop,1.0,0.0,0.0,0.0
68572,CEN10LA418,Non-Fatal,Substantial,Airplane,CESSNA,A188B,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
68573,CEN10CA421,Non-Fatal,Substantial,Airplane,NORD,3202,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68574,ERA10LA370,Non-Fatal,Substantial,Airplane,PIPER,PA-28R-200,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68575,ERA10CA369,Non-Fatal,Substantial,Airplane,CESSNA,152,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68576,WPR10CA362,Non-Fatal,Substantial,Airplane,PIPER/CUB CRAFTERS,PA-18-150,No,1.0,Reciprocating,0.0,1.0,0.0,1.0
68577,ERA11CA163,Non-Fatal,Substantial,Airplane,AERONCA,11AC,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68578,CEN10LA420,Non-Fatal,Substantial,Airplane,AIR TRACTOR INC,AT-401,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68579,WPR10LA365,Non-Fatal,Substantial,Airplane,SCHWEIZER,G-164B,No,1.0,Turbo Prop,0.0,0.0,0.0,1.0
68580,WPR10CA361,Non-Fatal,Substantial,Airplane,BEECH,V35,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68581,CEN10LA422,Non-Fatal,Substantial,Airplane,AERO COMMANDER,S2R,No,1.0,Turbo Prop,0.0,0.0,1.0,0.0
68582,ERA10CA372,Non-Fatal,Substantial,Airplane,CESSNA,150M,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68583,CEN10LA425,Non-Fatal,Destroyed,Airplane,SMITH,Aerostar,No,2.0,Reciprocating,0.0,1.0,0.0,0.0
68584,CEN10CA426,Non-Fatal,Substantial,Airplane,GRUMMAN ACFT ENG COR-SCHWEIZER,G-164B,No,1.0,Turbo Prop,0.0,0.0,0.0,1.0
68587,ANC10FA064,Fatal,Substantial,Airplane,DEHAVILLAND,BEAVER DHC-2 MK.1,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
68588,ANC10LA065,Non-Fatal,Substantial,Airplane,CESSNA,170B,No,1.0,Reciprocating,0.0,1.0,1.0,0.0
68591,CEN10CA434,Non-Fatal,Substantial,Airplane,AIR TRACTOR,502B,No,1.0,Turbo Prop,0.0,0.0,0.0,1.0
68592,WPR10LA366,Fatal,Substantial,Airplane,CLARK,RV-9A,Yes,1.0,Reciprocating,1.0,0.0,0.0,0.0
68593,WPR10CA367,Non-Fatal,Substantial,Airplane,CESSNA,152,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68594,CEN10FA465,Fatal,Substantial,Airplane,CESSNA,U206F,No,1.0,Reciprocating,4.0,1.0,0.0,0.0
68596,CEN10LA427,Fatal,Substantial,Airplane,CESSNA,180,No,1.0,Reciprocating,1.0,0.0,0.0,1.0
68598,CEN10LA429,Fatal,Substantial,Airplane,WARTH DENNIS J,Classic Sport S-18,Yes,1.0,Reciprocating,1.0,0.0,0.0,0.0
68599,CEN10LA430,Fatal,Substantial,Airplane,PIPER,PA-28-151,No,1.0,Reciprocating,1.0,1.0,0.0,0.0
68601,ERA10LA373,Fatal,Substantial,Airplane,NADIG PAUL K,NADIG,Yes,1.0,Reciprocating,2.0,0.0,0.0,0.0
68602,ERA10LA374,Non-Fatal,Substantial,Airplane,MULLOY CHARLES,ZODIAC 601XL,Yes,1.0,Reciprocating,0.0,0.0,1.0,0.0
68603,ERA10LA377,Non-Fatal,Substantial,Airplane,CESSNA,172N,No,1.0,Reciprocating,0.0,0.0,0.0,3.0
68604,ERA10CA398,Non-Fatal,Substantial,Airplane,CESSNA,172,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68605,ANC10WA073,Fatal,Substantial,Airplane,BEECH,B36TC,No,1.0,Turbo Prop,1.0,0.0,0.0,0.0
68606,CEN10LA433,Non-Fatal,Substantial,Airplane,BEECH,H35,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68607,CEN10LA432,Non-Fatal,Substantial,Airplane,BEECH,A24R,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
68608,CEN10LA437,Non-Fatal,Substantial,Airplane,AIR TRACTOR,AT-602,No,1.0,Turbo Prop,0.0,1.0,0.0,0.0
68609,WPR10CA475,Non-Fatal,Substantial,Airplane,CESSNA,172S,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68611,ERA10LA376,Non-Fatal,Substantial,Airplane,BEECH,K35,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68613,ERA10IA378,Non-Fatal,Minor,Airplane,CESSNA,402C,No,2.0,Reciprocating,0.0,0.0,0.0,8.0
68614,CEN10CA439,Non-Fatal,Substantial,Airplane,Beers,Tailwind 10,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0
68615,ERA10CA382,Non-Fatal,Substantial,Airplane,GULFSTREAM,GIV,No,2.0,Turbo Fan,0.0,0.0,0.0,6.0
68617,CEN10CA441,Non-Fatal,Substantial,Airplane,"Wolseley Motors, Inc.",SE5-A,Yes,1.0,Reciprocating,0.0,1.0,0.0,0.0
68619,CEN10LA440,Non-Fatal,Substantial,Airplane,BEECH,F35,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68620,WPR10FA369,Fatal,Substantial,Airplane,BEECH,95 55,No,2.0,Reciprocating,1.0,0.0,0.0,0.0
68621,ERA10CA380,Non-Fatal,Substantial,Airplane,CESSNA,152,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68622,CEN10FA443,Non-Fatal,Substantial,Airplane,Hawker Beechcraft,390,No,2.0,Turbo Fan,0.0,0.0,2.0,0.0
68623,ERA10IA384,Non-Fatal,Minor,Airplane,CESSNA,402C,No,2.0,Reciprocating,0.0,0.0,0.0,2.0
68624,ERA10CA381,Non-Fatal,Substantial,Airplane,CESSNA,172N,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68625,WPR10LA374,Non-Fatal,Substantial,Airplane,LANCAIR,320,Yes,1.0,Reciprocating,0.0,1.0,0.0,0.0
68626,CEN10IA447,Non-Fatal,Minor,Airplane,PIPER,PA-32R-301,No,1.0,Reciprocating,0.0,0.0,0.0,3.0
68627,DCA10WA081,Fatal,Destroyed,Airplane,AIRBUS,A321,No,2.0,Turbo Fan,157.0,0.0,0.0,0.0
68629,WPR10LA370,Non-Fatal,Substantial,Airplane,PIPER,PA-28-180,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
68631,CEN10CA444,Non-Fatal,Substantial,Airplane,BREWSTER FLEET,7-220,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68632,CEN10CA445,Non-Fatal,Substantial,Airplane,AIR TRACTOR INC,AT-502B,No,1.0,Turbo Prop,0.0,1.0,0.0,0.0
68635,CEN10LA470,Fatal,Substantial,Airplane,AERO SP Z O O,AT-4 LSA,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
68638,WPR10FA373,Fatal,Substantial,Airplane,Marshall,CH601 HDS,Yes,1.0,Reciprocating,1.0,0.0,1.0,0.0
68639,ERA10LA385,Fatal,Substantial,Airplane,AIR TRACTOR INC,AT-602,No,1.0,Turbo Prop,1.0,0.0,0.0,0.0
68640,CEN10LA450,Non-Fatal,Substantial,Airplane,CESSNA,T188C,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68641,CEN10CA454,Non-Fatal,Substantial,Airplane,PIPER,PA-36-285,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68642,CEN10CA460,Non-Fatal,Substantial,Airplane,CESSNA,T210M,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68644,ANC10CA066,Non-Fatal,Substantial,Airplane,BELLANCA,8GCBC,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68647,CEN10CA452,Non-Fatal,Substantial,Airplane,Maule,MX-7-180A,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68648,ERA10CA402,Non-Fatal,Substantial,Airplane,CESSNA,172N,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68649,CEN10CA467,Non-Fatal,Substantial,Airplane,CESSNA,152,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68651,CEN10FA448,Fatal,Substantial,Airplane,American Champion Aircraft Cor,7GCBC,No,1.0,Reciprocating,2.0,0.0,0.0,0.0
68652,WPR10LA376,Non-Fatal,Substantial,Airplane,CESSNA,177,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68655,WPR10CA378,Non-Fatal,Substantial,Airplane,PORTER JAMES GRANT,SUPERIOR CUB,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0
68656,ERA10CA392,Non-Fatal,Substantial,Airplane,CESSNA,172N,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68657,WPR10CA382,Non-Fatal,Minor,Airplane,BOEING,PT-13B,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68658,ANC10FA067,Fatal,Substantial,Airplane,FAIRCHILD,C-123K,No,2.0,Reciprocating,3.0,0.0,0.0,0.0
68659,CEN10LA449,Non-Fatal,Substantial,Airplane,CESSNA,172P,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68660,ERA10CA388,Non-Fatal,Substantial,Airplane,CESSNA,177B,No,1.0,Reciprocating,0.0,2.0,0.0,0.0
68661,ERA10LA389,Fatal,Substantial,Airplane,CESSNA,A185F,No,1.0,Reciprocating,1.0,5.0,0.0,0.0
68662,ERA10LA390,Fatal,Substantial,Airplane,CESSNA,A185F,No,1.0,Reciprocating,1.0,0.0,0.0,1.0
68664,ERA10CA397,Non-Fatal,Substantial,Airplane,LUSCOMBE,8C,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68665,WPR10CA428,Non-Fatal,Substantial,Airplane,HOLMGREEN JOHN B,RV8A,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0
68666,CEN11CA018,Non-Fatal,Substantial,Airplane,CESSNA,172M,No,1.0,Reciprocating,0.0,1.0,0.0,2.0
68667,WPR10LA381,Fatal,Substantial,Airplane,Advertising MGMT & Consulting,Velocity Super XLRG5,Yes,1.0,Reciprocating,2.0,0.0,3.0,0.0
68668,CEN10CA451,Non-Fatal,Substantial,Airplane,Piper,PA-12,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68669,ERA10LA391,Fatal,Substantial,Airplane,TURCK G L/DUFLO J T,SEA REY,Yes,1.0,Reciprocating,1.0,0.0,0.0,0.0
68670,WPR10CA380,Non-Fatal,Substantial,Airplane,PIPER,PA-12,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68671,ERA10LA396,Non-Fatal,Substantial,Airplane,CESSNA,177B,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68672,CEN10LA457,Non-Fatal,Substantial,Airplane,CESSNA,180B,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68673,ERA10CA393,Non-Fatal,Substantial,Airplane,MAULE,M-7-260,No,1.0,Reciprocating,0.0,0.0,0.0,3.0
68674,CEN10CA461,Non-Fatal,Substantial,Airplane,Wing,Kitfox II,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0
68676,ERA10LA395,Non-Fatal,Substantial,Airplane,PIPER,PA-28-161,No,1.0,Reciprocating,0.0,2.0,0.0,0.0
68677,CEN10CA468,Non-Fatal,Substantial,Airplane,PIPER,J3C-85,No,1.0,Reciprocating,0.0,0.0,0.0,4.0
68678,WPR10FA383,Fatal,Substantial,Airplane,CIRRUS DESIGN CORP,SR22,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
68679,CEN10FA458,Fatal,Substantial,Airplane,BEECH,C35,No,1.0,Reciprocating,3.0,0.0,0.0,0.0
68682,DCA10IA082,Non-Fatal,Minor,Airplane,BOEING,767-322,No,2.0,Turbo Fan,0.0,6.0,0.0,184.0
68683,ERA10LA401,Non-Fatal,Substantial,Airplane,AYRES CORPORATION,S2R-T34,No,1.0,Turbo Prop,0.0,0.0,0.0,1.0
68684,CEN10CA464,Non-Fatal,Substantial,Airplane,CESSNA,414,No,2.0,Reciprocating,0.0,0.0,0.0,5.0
68685,WPR10CA398,Non-Fatal,Substantial,Airplane,Kirkpatrick,Buzzard,Yes,1.0,Reciprocating,0.0,0.0,1.0,0.0
68687,ERA10LA400,Non-Fatal,Substantial,Airplane,DAYTON,JD-2,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0
68688,WPR10FA385,Non-Fatal,Substantial,Airplane,PIPER,PA-24-260C,No,1.0,Reciprocating,0.0,1.0,0.0,0.0
68689,CEN10CA473,Non-Fatal,Substantial,Airplane,PIPER,PA-18-150,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68691,WPR10FA387,Non-Fatal,Substantial,Airplane,PZL MIELEC,M18,No,1.0,Turbo Prop,0.0,1.0,0.0,0.0
68692,WPR10FA384,Non-Fatal,Substantial,Airplane,CESSNA,172,No,1.0,Reciprocating,0.0,2.0,0.0,1.0
68694,CEN10LA227,Non-Fatal,Substantial,Airplane,PIPER,PA-28-140,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68695,ERA10FA404,Fatal,Substantial,Airplane,BEECH,58,No,2.0,Reciprocating,2.0,0.0,0.0,0.0
68698,WPR10FA388,Fatal,Substantial,Airplane,DIAMOND,HK36,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
68699,ERA10CA406,Non-Fatal,Substantial,Airplane,CESSNA,172,No,1.0,Reciprocating,0.0,1.0,0.0,1.0
68700,CEN10LA463,Fatal,Destroyed,Airplane,AIR TRACTOR,AT-802A,No,1.0,Turbo Prop,1.0,0.0,0.0,0.0
68702,ERA10LA408,Non-Fatal,Substantial,Airplane,Quest,Kodiak 100,No,1.0,Turbo Prop,0.0,0.0,0.0,2.0
68703,WPR10CA390,Non-Fatal,Substantial,Airplane,CESSNA,152,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68704,WPR10CA391,Non-Fatal,Substantial,Airplane,STINSON,108-3,No,1.0,Reciprocating,0.0,1.0,0.0,2.0
68705,WPR10CA392,Non-Fatal,Substantial,Airplane,CESSNA,172P,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68708,CEN10LA484,Non-Fatal,Substantial,Airplane,RAMMEL THOMAS W,SEAREY,Yes,1.0,Reciprocating,0.0,0.0,1.0,0.0
68709,ANC10LA071,Non-Fatal,Substantial,Airplane,PIPER,PA-32-260,No,1.0,Reciprocating,0.0,2.0,0.0,3.0
68710,WPR10CA431,Non-Fatal,Substantial,Airplane,HEMMER,MINI-MAX 1600R,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68713,ERA10CA411,Non-Fatal,Substantial,Airplane,PIPER,PA28,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68714,ERA10CA412,Non-Fatal,Substantial,Airplane,MOONEY,M20M,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68715,WPR10CA394,Non-Fatal,Substantial,Airplane,CESSNA,170,No,1.0,Reciprocating,0.0,1.0,0.0,1.0
68716,ERA10CA413,Non-Fatal,Substantial,Airplane,EVEKTOR-AEROTECHNIK AS,SPORTSTAR PLUS,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68717,ANC10MA068,Fatal,Substantial,Airplane,DEHAVILLAND,DHC-3,No,1.0,Turbo Prop,5.0,0.0,4.0,0.0
68718,ANC10CA072,Non-Fatal,Substantial,Airplane,PIPER,J5C,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68719,WPR10LA393,Non-Fatal,Substantial,Airplane,PIPER,PA18A,No,1.0,Reciprocating,0.0,2.0,0.0,0.0
68720,ERA10FA409,Fatal,Substantial,Airplane,PIPER,PA-32R-301,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
68721,ERA10LA410,Non-Fatal,Substantial,Airplane,PIPER,PA-44-180,No,2.0,Reciprocating,0.0,3.0,0.0,0.0
68722,WPR10LA395,Non-Fatal,Substantial,Airplane,EMBRAER,EMB-145XR,No,2.0,Turbo Fan,0.0,0.0,0.0,50.0
68723,CEN10WA471,Non-Fatal,Substantial,Airplane,CIRRUS DESIGN CORP,SR20,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68724,ERA10LA424,Non-Fatal,Substantial,Airplane,W.H. Hunnicutt,Hobo,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0
68725,ERA10FA414,Fatal,Substantial,Airplane,CESSNA,172,No,1.0,Reciprocating,2.0,0.0,0.0,0.0
68726,WPR10FA397,Fatal,Substantial,Airplane,AERO COMMANDER,500-B,No,2.0,Reciprocating,2.0,0.0,0.0,0.0
68727,CEN10LA472,Non-Fatal,Substantial,Airplane,PIPER,PA-18,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68728,WPR10LA396,Non-Fatal,Substantial,Airplane,GRUMMAN,G164,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68729,CEN10LA474,Non-Fatal,Substantial,Airplane,CESSNA,A185F,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68730,CEN10LA475,Non-Fatal,Substantial,Airplane,AERONCA,11CC,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68731,WPR10CA372,Non-Fatal,Substantial,Airplane,PIPER,PA-28-161,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68732,ERA10CA417,Non-Fatal,Substantial,Airplane,PIPER,PA-25-260,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68733,CEN10LA476,Non-Fatal,Substantial,Airplane,PIPER,PA-28-180,No,1.0,Reciprocating,0.0,1.0,0.0,0.0
68734,ERA10CA418,Non-Fatal,Substantial,Airplane,CESSNA,182F,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68735,ANC10FA069,Fatal,Substantial,Airplane,PIPER,PA-18-150,No,1.0,Reciprocating,2.0,0.0,0.0,0.0
68740,WPR10FA399,Fatal,Substantial,Airplane,PIPER,PA28R,No,1.0,Reciprocating,2.0,0.0,0.0,0.0
68741,WPR10CA400,Non-Fatal,Substantial,Airplane,BEECH,C23,No,1.0,Reciprocating,0.0,1.0,0.0,1.0
68742,WPR10CA401,Non-Fatal,Substantial,Airplane,CESSNA,180D,No,1.0,Reciprocating,0.0,1.0,0.0,0.0
68743,CEN10LA482,Non-Fatal,Substantial,Airplane,CESSNA,T210M,No,1.0,Reciprocating,0.0,1.0,0.0,3.0
68744,ERA10CA420,Non-Fatal,Substantial,Airplane,CESSNA,150A,No,1.0,Reciprocating,0.0,2.0,0.0,0.0
68745,CEN10LA478,Non-Fatal,Substantial,Airplane,AERONCA,7CCM,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68746,CEN10CA479,Non-Fatal,Substantial,Airplane,BEECH,A23-19,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68747,WPR10CA402,Non-Fatal,Substantial,Airplane,CESSNA,182P,No,1.0,Reciprocating,0.0,0.0,0.0,3.0
68749,WPR10CA403,Non-Fatal,Substantial,Airplane,AIR CREATION,CLIPPER 582S,No,1.0,Reciprocating,0.0,1.0,0.0,0.0
68750,WPR10CA404,Non-Fatal,Substantial,Airplane,CARR BRYAN,VANS RV-6A,Yes,1.0,Reciprocating,0.0,1.0,0.0,1.0
68751,ERA10LA421,Non-Fatal,Substantial,Airplane,CESSNA,172R,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
68752,ERA10LA422,Fatal,Substantial,Airplane,TAYLORCRAFT,BC12-D,No,1.0,Reciprocating,2.0,0.0,0.0,0.0
68753,WPR10CA405,Non-Fatal,Substantial,Airplane,CESSNA,T182T,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68755,CEN10LA487,Non-Fatal,Substantial,Airplane,SHPAKOW THOMAS,SA 750,Yes,1.0,Reciprocating,0.0,0.0,0.0,2.0
68756,ERA10LA423,Non-Fatal,Substantial,Airplane,BEECH,C24R,No,1.0,Reciprocating,0.0,0.0,2.0,0.0
68757,CEN10CA481,Non-Fatal,Substantial,Airplane,OLIVER A BRUCE,RV6-A,Yes,1.0,Reciprocating,0.0,1.0,1.0,0.0
68759,ERA10LA426,Non-Fatal,Substantial,Airplane,CESSNA,172N,No,1.0,Reciprocating,0.0,1.0,0.0,0.0
68762,WPR10LA406,Non-Fatal,Substantial,Airplane,BELLANCA,7GCBC,No,1.0,Reciprocating,0.0,0.0,2.0,0.0
68763,WPR10LA407,Fatal,Substantial,Airplane,Clark,RV-6A,Yes,1.0,Reciprocating,1.0,0.0,0.0,0.0
68764,DCA10RA085,Fatal,Substantial,Airplane,BOEING,737,No,2.0,Turbo Fan,1.0,67.0,17.0,42.0
68765,ERA10CA425,Non-Fatal,Substantial,Airplane,RYAN,NAVION B,No,1.0,Reciprocating,0.0,0.0,0.0,3.0
68767,WPR10LA408,Non-Fatal,Substantial,Airplane,BEECH,V35B,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68770,CEN10RA579,Fatal,Destroyed,Airplane,ZIVKO AERONAUTICS INC,EDGE 540,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
68771,WPR10CA409,Non-Fatal,Substantial,Airplane,CESSNA,TP206B,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68772,WPR10CA410,Non-Fatal,Substantial,Airplane,GULFSTREAM-SCHWEIZER A/C CORP,GULFSTREAM AM G-164B,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68773,ERA10LA431,Fatal,Substantial,Airplane,MAXAIR,MU 582 DRIFTER,No,1.0,Reciprocating,1.0,1.0,0.0,0.0
68774,WPR10LA411,Non-Fatal,Substantial,Airplane,ERCOUPE,415,No,1.0,Reciprocating,0.0,0.0,2.0,0.0
68776,ERA10CA433,Non-Fatal,Substantial,Airplane,CESSNA,152,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68777,ANC10CA070,Non-Fatal,Substantial,Airplane,CHAMPION,7EC,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
