,Accident.Number,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured
68256,ANC10CA047,Non-Fatal,Substantial,Airplane,PIPER,PA-22-160,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68258,WPR10LA271,Non-Fatal,Substantial,Airplane,SHAFFER WILLIAM C,QUICKSILVER MX II SP,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68259,WPR10LA272,Non-Fatal,Substantial,Airplane,EAGLE,Eagle DW-1,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68261,ERA10LA293,Non-Fatal,Substantial,Airplane,CESSNA,172H,No,1.0,Reciprocating,0.0,2.0,0.0,0.0
68262,ERA10LA294,Non-Fatal,Substantial,Airplane,SWANSON,RV-9A,Yes,1.0,Reciprocating,0.0,1.0,0.0,0.0
68263,CEN10CA289,Non-Fatal,Substantial,Airplane,Cessna,172S,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68264,CEN10CA311,Non-Fatal,Substantial,Airplane,PIPER,PA-44-180,No,2.0,Reciprocating,0.0,0.0,0.0,3.0
68266,CEN10CA283,Non-Fatal,Substantial,Airplane,Cessna,182A,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68269,WPR10LA276,Non-Fatal,Substantial,Airplane,Czech Aircraft Works,Sportcruiser,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
68270,ANC10FA048,Fatal,Substantial,Airplane,CESSNA,U206F,No,1.0,Reciprocating,1.0,0.0,4.0,0.0
68272,ERA10CA303,Non-Fatal,Substantial,Airplane,PIPER,PA-28-181,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68273,CEN10CA361,Non-Fatal,Minor,Airplane,PIPER,PA-20,No,1.0,Reciprocating,0.0,0.0,1.0,1.0
68274,CEN10CA297,Non-Fatal,Substantial,Airplane,CESSNA,180,No,1.0,Reciprocating,0.0,1.0,0.0,0.0
68275,CEN10LA302,Non-Fatal,Substantial,Airplane,BEECH,C90,No,2.0,Turbo Prop,0.0,0.0,0.0,2.0
68276,CEN10CA296,Non-Fatal,Substantial,Airplane,Mooney,M20M,No,1.0,Reciprocating,0.0,1.0,0.0,1.0
68277,CEN10LA298,Non-Fatal,Substantial,Airplane,AIR TRACTOR INC,AT-502B,No,1.0,Turbo Prop,0.0,0.0,0.0,1.0
68278,ERA10LA296,Non-Fatal,Substantial,Airplane,CESSNA,182P,No,1.0,Reciprocating,0.0,0.0,4.0,0.0
68279,CEN10CA301,Non-Fatal,Substantial,Airplane,CESSNA,421B,No,2.0,Reciprocating,0.0,0.0,0.0,1.0
68280,ERA10CA305,Non-Fatal,Substantial,Airplane,CESSNA,172S,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68281,WPR10LA302,Non-Fatal,Substantial,Airplane,PIPER,PA-28-140,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68283,CEN10LA340,Non-Fatal,Substantial,Airplane,BOEING,A75L300,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68284,WPR10LA280,Non-Fatal,Substantial,Airplane,BEECH,F33,No,1.0,Reciprocating,0.0,0.0,0.0,3.0
68286,WPR10CA279,Non-Fatal,Substantial,Airplane,CESSNA,172H,No,1.0,Reciprocating,0.0,1.0,0.0,1.0
68287,ERA10LA299,Non-Fatal,Minor,Airplane,AIRBUS INDUSTRIE,A330-323,No,2.0,Turbo Fan,0.0,0.0,0.0,454.0
68289,ERA10LA297,Non-Fatal,Substantial,Airplane,BEECH,B19,No,1.0,Reciprocating,0.0,0.0,2.0,0.0
68290,ERA10LA298,Non-Fatal,Substantial,Airplane,CESSNA,150M,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68291,CEN10CA305,Non-Fatal,Substantial,Airplane,Cessna,337,No,2.0,Reciprocating,0.0,0.0,0.0,1.0
68292,CEN10FA299,Fatal,Substantial,Airplane,BEECH,G35,No,1.0,Reciprocating,1.0,1.0,1.0,0.0
68293,ERA10CA300,Non-Fatal,Substantial,Airplane,PIPER,PA-18-135,No,1.0,Reciprocating,0.0,1.0,0.0,0.0
68294,CEN10LA303,Non-Fatal,Substantial,Airplane,PIPER,PA-28R-180,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68295,ANC10CA050,Non-Fatal,Substantial,Airplane,CESSNA,180,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68297,ERA10LA301,Non-Fatal,Substantial,Airplane,HOOD JOHN SIDNEY,TANGO,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0
68298,ERA10LA302,Fatal,Substantial,Airplane,BEECH,60,No,2.0,Reciprocating,1.0,0.0,1.0,0.0
68299,CEN10CA304,Non-Fatal,Substantial,Airplane,Bordelon,Kitfox IV,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0
68300,CEN10WA308,Non-Fatal,Substantial,Airplane,CESSNA,525,No,2.0,Turbo Fan,0.0,0.0,0.0,2.0
68301,CEN10CA307,Non-Fatal,Substantial,Airplane,CHAMPION,7ECA,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68302,CEN10LA306,Non-Fatal,Substantial,Airplane,Cessna,177RG,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68303,CEN10FA310,Fatal,Substantial,Airplane,AIR TRACTOR,AT602,No,1.0,Turbo Prop,1.0,0.0,0.0,0.0
68304,CEN10CA318,Non-Fatal,Substantial,Airplane,PIPER,PA-28R-200,No,1.0,Reciprocating,0.0,0.0,0.0,4.0
68306,DCA10FA066,Non-Fatal,Substantial,Airplane,BOEING,B75N1,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68307,ERA10CA304,Non-Fatal,Substantial,Airplane,CESSNA,305A,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68308,ERA10LA306,Non-Fatal,Substantial,Airplane,PIPER,PA-28-180,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68309,ANC10CA051,Non-Fatal,Substantial,Airplane,STINSON,108-1,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68311,ERA10LA307,Non-Fatal,Substantial,Airplane,CESSNA,210L,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68312,CEN10LA312,Non-Fatal,Substantial,Airplane,PIPER,PA-34-220T,No,2.0,Reciprocating,0.0,0.0,0.0,3.0
68313,CEN10CA321,Non-Fatal,Substantial,Airplane,CESSNA,A188B,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68314,ERA10CA326,Non-Fatal,Substantial,Airplane,CESSNA,172,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68315,CEN10CA313,Non-Fatal,Substantial,Airplane,LUSCOMBE,8F,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68316,WPR10LA284,Non-Fatal,Substantial,Airplane,PIPER,PA-46-310P,No,1.0,Reciprocating,0.0,1.0,1.0,0.0
68318,ERA10CA309,Non-Fatal,Substantial,Airplane,AIR TRACTOR INC,AT-402B,No,1.0,Turbo Prop,0.0,0.0,0.0,1.0
68321,WPR10FA287,Fatal,Substantial,Airplane,PIPER,PA-32R-300,No,1.0,Reciprocating,4.0,0.0,0.0,0.0
68324,ERA10CA331,Non-Fatal,Substantial,Airplane,CIRRUS DESIGN CORP,SR20,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68325,CEN10LA315,Non-Fatal,Substantial,Airplane,Beech,1900D,No,2.0,Turbo Prop,0.0,0.0,0.0,2.0
68326,CEN10CA323,Non-Fatal,Substantial,Airplane,Mcculley Ronald,W-8,Yes,1.0,Reciprocating,0.0,0.0,1.0,1.0
68327,ANC10CA052,Non-Fatal,Substantial,Airplane,CESSNA,170B,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68329,ERA10CA310,Non-Fatal,Substantial,Airplane,CESSNA,170,No,1.0,Reciprocating,0.0,0.0,2.0,0.0
68330,CEN10FA316,Fatal,Substantial,Airplane,PIPER,PA-28-181,No,1.0,Reciprocating,4.0,0.0,0.0,0.0
68331,WPR10CA289,Non-Fatal,Substantial,Airplane,GRUMMAN ACFT ENG COR-SCHWEIZER,G-164B,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
68333,CEN10RA319,Fatal,Substantial,Airplane,CESSNA,208,No,1.0,Turbo Prop,9.0,0.0,0.0,0.0
68334,CEN10FA320,Fatal,Destroyed,Airplane,BEECH,A36,No,1.0,Reciprocating,2.0,0.0,0.0,0.0
68335,ERA10CA311,Non-Fatal,Substantial,Airplane,Dwight Lohr,Baby Ace,Yes,1.0,Reciprocating,0.0,0.0,1.0,0.0
68337,WPR10CA327,Non-Fatal,Substantial,Airplane,CESSNA,172,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68339,WPR10CA290,Non-Fatal,Substantial,Airplane,WACO,UKC-S,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68340,WPR10CA291,Non-Fatal,Substantial,Airplane,CESSNA,188B,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68342,CEN10CA332,Non-Fatal,Substantial,Airplane,PIPER,J3C-65,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68343,WPR10CA303,Non-Fatal,Substantial,Airplane,STINSON,108-1,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68344,CEN10LA353,Non-Fatal,Substantial,Airplane,AIR TRACTOR INC,AT-602,No,1.0,Turbo Prop,0.0,1.0,0.0,0.0
68345,WPR10LA293,Fatal,Substantial,Airplane,RANS,COYOTE II S6,No,1.0,Reciprocating,2.0,0.0,0.0,0.0
68351,DCA10RA069,Non-Fatal,Substantial,Airplane,EMBRAER,EMB-145LR,No,2.0,Turbo Fan,0.0,3.0,0.0,33.0
68353,ERA10CA313,Non-Fatal,Substantial,Airplane,GRUMMAN ACFT ENG COR-SCHWEIZER,G-164B,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
68354,ERA10LA314,Non-Fatal,Substantial,Airplane,AERONCA,7AC,No,1.0,Reciprocating,0.0,1.0,0.0,0.0
68355,CEN10CA328,Non-Fatal,Substantial,Airplane,AMERICAN CHAMPION AIRCRAFT,7GCBC,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68357,CEN10FA322,Fatal,Substantial,Airplane,PIPER,PA-23,No,2.0,Reciprocating,3.0,0.0,0.0,0.0
68358,CEN10FA324,Fatal,Substantial,Airplane,CESSNA,T310R,No,2.0,Reciprocating,5.0,0.0,2.0,0.0
68359,WPR10LA297,Fatal,Substantial,Airplane,Bernhard,Vans RV8,Yes,1.0,Reciprocating,2.0,0.0,0.0,0.0
68360,ERA10LA316,Non-Fatal,Substantial,Airplane,MCCULLOCH JERRY,RV-4,Yes,1.0,Reciprocating,0.0,1.0,0.0,0.0
68361,ERA10CA329,Non-Fatal,Substantial,Airplane,NORTH AMERICAN,SNJ-4,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68362,ERA10LA351,Non-Fatal,Substantial,Airplane,CHAMPION,7ECA,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68364,ERA10LA317,Non-Fatal,Substantial,Airplane,CESSNA,401,No,2.0,Reciprocating,0.0,0.0,3.0,0.0
68365,ERA10LA318,Non-Fatal,Substantial,Airplane,Glenn H Curtiss Museum,Hudson Flyer,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
68367,ERA10LA330,Non-Fatal,Substantial,Airplane,CZECH AIRCRAFT WORKS SPOL SRO,SPORTCRUISER,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68370,WPR10LA299,Fatal,Substantial,Airplane,OLIVER,VANS RV-9A,Yes,1.0,Reciprocating,1.0,0.0,0.0,0.0
68371,CEN10CA326,Non-Fatal,Substantial,Airplane,Remos Aircraft GMBH,G3/600,No,1.0,Reciprocating,0.0,2.0,0.0,0.0
68372,CEN10CA327,Non-Fatal,Substantial,Airplane,Rose-Rhinehart,A4-C,No,1.0,Reciprocating,0.0,1.0,0.0,0.0
68373,CEN10CA329,Non-Fatal,Substantial,Airplane,PIPER/WALLY'S FLYERS INC,J3C-65,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68375,ERA10CA321,Non-Fatal,Substantial,Airplane,AERONCA,7BCM,No,1.0,Reciprocating,0.0,1.0,0.0,0.0
68376,WPR10FA305,Fatal,Substantial,Airplane,Hawker Beechcraft Corporation,A36,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
68377,WPR10LA306,Non-Fatal,Substantial,Airplane,LUSCOMBE,11A,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68378,CEN10CA343,Non-Fatal,Substantial,Airplane,AIR TRACTOR,AT-402B,No,1.0,Turbo Prop,0.0,0.0,0.0,1.0
68379,DCA10CA075,Non-Fatal,Substantial,Airplane,BOEING,737,No,2.0,Turbo Fan,0.0,0.0,0.0,5.0
68380,CEN10CA419,Non-Fatal,Substantial,Airplane,PIPER,PA-11,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68381,CEN10CA330,Non-Fatal,Substantial,Airplane,TAYLORCRAFT,DCO-65,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68383,ERA10LA322,Non-Fatal,Substantial,Airplane,CESSNA,172N,No,1.0,Reciprocating,0.0,1.0,1.0,0.0
68385,CEN10LA338,Non-Fatal,Substantial,Airplane,PILATUS,P3-05,No,1.0,Reciprocating,0.0,0.0,0.0,3.0
68386,CEN10LA335,Non-Fatal,Substantial,Airplane,CESSNA,525A,No,2.0,Turbo Fan,0.0,0.0,0.0,6.0
68387,CEN10LA334,Fatal,Substantial,Airplane,DRONE PAUL E,PULSAR III,Yes,1.0,Reciprocating,1.0,0.0,0.0,0.0
68388,WPR10CA301,Non-Fatal,Substantial,Airplane,CESSNA,180,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68389,ERA10GA320,Fatal,Substantial,Airplane,CESSNA,T210L,No,1.0,Reciprocating,3.0,0.0,0.0,0.0
68390,CEN10CA336,Non-Fatal,Substantial,Airplane,CESSNA,172N,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68392,ERA10CA324,Non-Fatal,Substantial,Airplane,CESSNA,150G,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68393,WPR10LA307,Fatal,Substantial,Airplane,CESSNA,172N,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
68394,WPR10WA309,Fatal,Substantial,Airplane,CESSNA,172N,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
68396,CEN10CA341,Non-Fatal,Substantial,Airplane,CESSNA,R182RG,No,1.0,Reciprocating,0.0,0.0,0.0,3.0
68398,CEN10RA337,Fatal,Destroyed,Airplane,Hawker Beechcraft Corp.,A100,No,2.0,Turbo Prop,7.0,0.0,0.0,0.0
68399,WPR10CA304,Non-Fatal,Substantial,Airplane,CESSNA,A185F,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68400,WPR10LA310,Non-Fatal,Substantial,Airplane,RICE,KR-2,Yes,1.0,Reciprocating,0.0,0.0,1.0,0.0
68401,ERA10LA328,Non-Fatal,Substantial,Airplane,PARKS J L/DREFFIN D,SEAWIND 3000,Yes,1.0,Reciprocating,0.0,0.0,0.0,2.0
68402,WPR10LA312,Non-Fatal,Substantial,Airplane,CESSNA,170B,No,1.0,Reciprocating,0.0,2.0,0.0,0.0
68405,CEN10CA342,Non-Fatal,Substantial,Airplane,Vans Aircraft Inc,RV-12,Yes,1.0,Reciprocating,0.0,1.0,0.0,0.0
68406,WPR10LA313,Non-Fatal,Substantial,Airplane,DE HAVILLAND,DHC-1,No,1.0,Reciprocating,0.0,1.0,0.0,0.0
68407,ANC10CA055,Non-Fatal,Substantial,Airplane,CESSNA,180,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68409,CEN10CA436,Non-Fatal,Substantial,Airplane,CESSNA,310C,No,2.0,Reciprocating,0.0,1.0,0.0,0.0
68410,CEN10CA344,Non-Fatal,Substantial,Airplane,AIR CREATION,GTE,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
68411,ERA10CA332,Non-Fatal,Substantial,Airplane,Crabtree,RV6,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0
68412,ERA10CA333,Non-Fatal,Substantial,Airplane,QUARTZ MOUNTAIN AEROSPACE INC,11E,No,1.0,Reciprocating,0.0,0.0,0.0,3.0
68413,ERA10LA335,Non-Fatal,Substantial,Airplane,CESSNA,210D,No,1.0,Reciprocating,0.0,1.0,0.0,0.0
68414,CEN10CA346,Non-Fatal,Substantial,Airplane,CESSNA,152,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68415,CEN10LA348,Non-Fatal,Substantial,Airplane,PIPER,PA-36-285,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
68417,ERA10CA350,Non-Fatal,Substantial,Airplane,CESSNA,172S,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68418,WPR10CA360,Non-Fatal,Substantial,Airplane,MEYER,MEYER-LEGACY,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0
68421,WPR10FA315,Fatal,Substantial,Airplane,AERO COMMANDER,CallAir,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
68422,ERA10CA334,Non-Fatal,Substantial,Airplane,SILVAIRE,LUSCOMBE 8A,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68423,CEN10CA347,Non-Fatal,Substantial,Airplane,MOONEY,M20F,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68424,CEN10CA350,Non-Fatal,Substantial,Airplane,AVIAT AIRCRAFT INC,A-1B,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68426,CEN10LA351,Non-Fatal,Substantial,Airplane,BOEING,A75N1 (PT17),No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68427,CEN10TA355,Non-Fatal,Substantial,Airplane,LOCKHEED,P2V-5,No,2.0,Reciprocating,0.0,0.0,0.0,2.0
68428,CEN10CA358,Non-Fatal,Substantial,Airplane,CESSNA,180K,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68429,WPR10CA348,Non-Fatal,Substantial,Airplane,PIPER,PA-28-236,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68430,ERA10CA336,Non-Fatal,Substantial,Airplane,Schooley,Sonex,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0
68431,WPR10LA316,Non-Fatal,Substantial,Airplane,McGlashan,T-51 Mustang,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0
68432,CEN10CA354,Non-Fatal,Substantial,Airplane,CESSNA,175,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68433,CEN10CA356,Non-Fatal,Substantial,Airplane,BEECH,C23,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68435,WPR10CA329,Non-Fatal,Substantial,Airplane,CORNETT STEVEN M,GLASTAR,Yes,1.0,Reciprocating,0.0,0.0,0.0,2.0
68436,WPR10FA330,Fatal,Substantial,Airplane,PIPER,PA-28R-180,No,1.0,Reciprocating,4.0,0.0,0.0,0.0
68437,WPR10LA317,Non-Fatal,Substantial,Airplane,WORGULL,HORNET,Yes,1.0,Reciprocating,0.0,0.0,1.0,0.0
68438,ANC10CA054,Non-Fatal,Substantial,Airplane,DEHAVILLAND,DHC-2 MK. I(L20A),No,1.0,Reciprocating,0.0,0.0,0.0,7.0
68439,ERA10CA337,Non-Fatal,Substantial,Airplane,PIPER,PA-28-181,No,1.0,Reciprocating,0.0,0.0,2.0,0.0
68440,WPR10LA319,Non-Fatal,Substantial,Airplane,PRIDMORE,LANCAIR IV,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0
68441,ERA10CA339,Non-Fatal,Substantial,Airplane,PIPER,J3C-65,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68442,CEN10CA365,Non-Fatal,Substantial,Airplane,PIPER,PA-28-140,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68444,CEN10CA359,Non-Fatal,Substantial,Airplane,PIPER,PA28R,No,1.0,Reciprocating,0.0,2.0,0.0,0.0
68445,ERA10CA353,Non-Fatal,Substantial,Airplane,LAWWILL TED,ZODIAC 601XL,Yes,1.0,Reciprocating,0.0,0.0,0.0,2.0
68446,ERA11WA157,Non-Fatal,Minor,Airplane,BEECH,300,No,2.0,Turbo Prop,0.0,0.0,0.0,7.0
68447,ANC10LA056,Non-Fatal,Substantial,Airplane,CESSNA,U206G,No,1.0,Reciprocating,0.0,1.0,0.0,5.0
68448,WPR10CA320,Non-Fatal,Substantial,Airplane,CESSNA,175,No,1.0,Reciprocating,0.0,0.0,0.0,4.0
68449,ERA10CA341,Non-Fatal,Substantial,Airplane,DIAMOND AIRCRAFT IND INC,DA 40,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68450,WPR10CA322,Non-Fatal,Substantial,Airplane,CONSOLIDATED AERONAUTICS INC.,LAKE LA-4-200,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68451,CEN10CA373,Non-Fatal,Substantial,Airplane,DIAMOND AIRCRAFT IND INC,DA 20-C1,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68452,ERA10CA363,Non-Fatal,Substantial,Airplane,CESSNA,172S,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68453,WPR10CA323,Non-Fatal,Substantial,Airplane,CESSNA,172M,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68454,CEN10FA364,Fatal,Substantial,Airplane,BEECH,F33A,No,1.0,Reciprocating,2.0,0.0,0.0,0.0
68455,WPR10FA324,Fatal,Substantial,Airplane,CESSNA,182P,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
68456,WPR10CA333,Non-Fatal,Substantial,Airplane,CESSNA,180,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68459,ERA10FA342,Fatal,Substantial,Airplane,NORTH AMERICAN,AT-6,No,1.0,Reciprocating,2.0,0.0,0.0,0.0
68460,ERA10CA343,Non-Fatal,Substantial,Airplane,CIRRUS DESIGN CORP,SR22,No,1.0,Reciprocating,0.0,0.0,0.0,3.0
68461,CEN10CA366,Non-Fatal,Substantial,Airplane,AVIAT AIRCRAFT INC,A-1B,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68462,WPR10FA325,Fatal,Substantial,Airplane,CESSNA,152,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
68463,CEN10LA370,Non-Fatal,Substantial,Airplane,PIPER,PA-24-250,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68464,WPR10LA340,Non-Fatal,Substantial,Airplane,MOONEY,M20F,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68465,ERA10LA345,Non-Fatal,Substantial,Airplane,PIPER,PA-25-235,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68466,WPR10CA337,Non-Fatal,Substantial,Airplane,CESSNA,150M,No,1.0,Reciprocating,0.0,1.0,0.0,0.0
68467,WPR10CA338,Non-Fatal,Substantial,Airplane,ADAMS JOHN R JR,PIEL DIAMANT,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0
68469,CEN10CA377,Non-Fatal,Substantial,Airplane,AERO COMMANDER,100,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68470,WPR10LA347,Non-Fatal,Substantial,Airplane,BEECH,E-55,No,2.0,Reciprocating,0.0,0.0,0.0,5.0
68473,CEN10MA367,Fatal,Substantial,Airplane,CESSNA,421B,No,2.0,Reciprocating,5.0,0.0,0.0,0.0
68478,WPR10CA334,Non-Fatal,Substantial,Airplane,LUSCOMBE,8E,No,1.0,Reciprocating,0.0,2.0,0.0,0.0
68479,ERA10FA347,Fatal,Substantial,Airplane,CIRRUS DESIGN CORP,SR22,No,1.0,Reciprocating,3.0,0.0,0.0,0.0
68481,ERA10FA346,Fatal,Substantial,Airplane,CESSNA,172P,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
68482,WPR10LA331,Non-Fatal,Substantial,Airplane,CESSNA,210,No,1.0,Reciprocating,0.0,0.0,0.0,4.0
68483,WPR10TA335,Non-Fatal,Substantial,Airplane,PIPER,PA-18-150,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68484,ERA10CA355,Non-Fatal,Substantial,Airplane,PIPER,J3C-65,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68485,CEN10LA383,Non-Fatal,Substantial,Airplane,CESSNA,182M,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68486,ERA10LA349,Non-Fatal,Substantial,Airplane,BEECH,F33A,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68487,WPR10FA326,Fatal,Substantial,Airplane,CESSNA,150,No,1.0,Reciprocating,1.0,0.0,1.0,0.0
68488,WPR10CA332,Non-Fatal,Substantial,Airplane,AIR TRACTOR INC,AT-301,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68489,CEN10CA375,Non-Fatal,Substantial,Airplane,PIPER,PA32,No,1.0,Reciprocating,0.0,0.0,0.0,4.0
68491,CEN10CA378,Non-Fatal,Substantial,Airplane,CESSNA,206,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68492,CEN10CA415,Non-Fatal,Substantial,Airplane,SKYKITS CORP,SAVANNAH VGW,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68493,WPR10CA311,Non-Fatal,Substantial,Airplane,CESSNA,172F,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68495,WPR10LA339,Non-Fatal,Substantial,Airplane,DOUGLAS,A4L,No,1.0,Turbo Jet,0.0,1.0,0.0,0.0
68496,CEN10LA380,Non-Fatal,Substantial,Airplane,CHAMPION,8KCAB,No,1.0,Reciprocating,0.0,2.0,0.0,0.0
68497,CEN10LA381,Non-Fatal,Substantial,Airplane,CESSNA,172,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
68498,WPR10LA343,Non-Fatal,Substantial,Airplane,ERCOUPE,415,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68499,CEN10CA386,Non-Fatal,Substantial,Airplane,GRUMMAN ACFT ENG COR-SCHWEIZER,G-164B,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68500,CEN10LA389,Non-Fatal,Substantial,Airplane,CESSNA,210,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68502,CEN10LA404,Non-Fatal,Substantial,Airplane,ROCKWELL INTERNATIONAL,S-2R,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68503,ERA10CA352,Non-Fatal,Substantial,Airplane,VANS,RV8,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0
68504,WPR10LA341,Non-Fatal,Substantial,Airplane,Ronald V White,CH701,Yes,1.0,Reciprocating,0.0,0.0,1.0,1.0
68505,WPR10CA342,Non-Fatal,Substantial,Airplane,PIPER,PA32RT,No,1.0,Reciprocating,0.0,0.0,0.0,4.0
68506,WPR10CA344,Non-Fatal,Substantial,Airplane,DIAMOND AIRCRAFT IND INC,DA 20-C1,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68507,CEN10CA387,Non-Fatal,Substantial,Airplane,CESSNA,140,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68510,CEN10CA405,Non-Fatal,Substantial,Airplane,CESSNA,172K,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
68511,CEN10CA406,Non-Fatal,Substantial,Airplane,WSK PZL MIELEC,M-18A,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68512,CEN10CA407,Non-Fatal,Substantial,Airplane,AERONCA,7AC,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
68513,CEN10FA382,Fatal,Substantial,Airplane,CESSNA,421,No,2.0,Reciprocating,3.0,0.0,0.0,0.0
68514,WPR10LA345,Non-Fatal,Substantial,Airplane,CESSNA,177,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
